nimi;kirjeldus;id;registrikood;omanik
Telli koopia;Koopiaid Eesti Rahvusraamatukogus või teistes Eesti ja välismaa raamatukogudes leiduvatest perioodikaväljaannetest, artiklikogumikest, litsentsiandmebaasides sisalduvatest artiklitest ja Eesti Rahvusraamatukogu kogudesse kuuluvatest teostest;NLIB-004;74000139;
Pikenda laenutähtaegu;Teaviku laenutähtaja pikendamine;NLIB-003;74000139;
Telli konsultandilt;Abi raamatu, ajalehe, noodi vm. teaviku leidmisel ja hoidlast ettetellimisel. Hoidlast tellitud teaviku saab kätte 15 minutit pärast tellimist.;NLIB-002;74000139;
Lugejaks registreerumine;ID-kaardiga või Mobiil-ID-ga Eesti Rahvusraamatukogu lugejaks registreerudes saate kasutada kõiki e-teenuseid ja Rahvusraamatukogus kohapeal pakutavaid teenuseid.;NLIB-001;74000139;
Mahepõllumajanduslik tootmine;Ettevõtja, kes tegeleb mahepõllumajandusliku taime- ja/või loomakasvatusega esitab taotluse maheettevõtte tunnustamiseks, PMA viib läbi kontrollid ning kannab tunnustatud tootja mahepõllumajanduse registrisse.  ;PMA-001;70000071;48812124741
Keelekümblusprogrammiga liitumine;Eestis on keelekümblusprogrammiga võimalik liituda kolmel tasandil: varase keelekümbluse puhul kahel/kolmel viimasel lasteaia-aastal või 1. klassis ning hiliskeelekümbluse korral 6. klassis.. ;INNO-021;90008287;48812124837
Uudiskiri Lastekirjanduse Uudistaja tellimine;Uudiskiri nimega Lastekirjanduse Uudistaja toob iga kuu uudiseid laste- ja noortekirjanduse käekäigust meil ja mujal. Uudiskirja saab tellida oma e-posti aadressile või lugeda keskuse veebilehelt.;ELK-003;70001030;48812124838
Riigieksami korduvsooritusele registreerimine;Keskhariduse omandanud isikud peavad tasuma riigieksami korduvaks sooritamiseks registreerimise eest registreerimistasu 5 eurot iga aine kohta, mida soovitakse uuesti sooritada.;INNO-020;90008287;48812124839
Erivajadustega arvestamise taotlus eesti keele tasemeeksamil;Isik, kes terviseseisundi tõttu pole võimeline sooritama eesti keele tasemeeksamit üldises korras, saab taotleda eksami sooritamise ulatuse ja viisi muutmist vastavalt oma terviseseisundile. Selleks tuleb esitada taotlus ekspertkomisjonile.;INNO-019;90008287;48812124840
Raamatukogu lugejaks registreerimisel nõusolekulehe vormistamine;Lugejaks registreerujal on võimalus vormistada nõusolekuleht elektrooniliselt, see digiallkirjastada ja saata e-postiga raamatukokku. Kuni 18-aastasi lapsi registreeritakse lugejaks lapsevanema või hooldaja nõusolekulehe alusel.;ELK-002;70001030;
Eesti keele õppe kulude hüvitamise taotlemine;Eesti keele õppe kulude hüvitamiseks on võimalik keeleõppijail taotleda hüvitist. ;INNO-018;90008287;48812124841
Eesti keele tasemeeksami duplikaadi taotlemine;Kui eesti keele tasemeeksami tunnistus on kaotatud, varastatud või rikutud, ei pea sellepärast eksamit uuesti tegema: võimalik on taotleda duplikaati. Alates 1. oktoobrist 2010 väljastatakse duplikaat e-tunnistusena. ;INNO-017;90008287;48812124840
E-riigieksamitunnistuse kinnitatud väljatrüki taotlemine;Innove klienditeenindusest (Tallinn, Lõõtsa 4) on võimalik saada vajadusel e-riigieksamitunnistuse kinnitatud väljatrükk. Väljatrükk on tasuline: A4 lk - 1 euro. Tasuda saab kohapeal ainult sularahas.;INNO-016;90008287;48812124839
Siseministeeriumi dokumendiregistrist andmete vaatamine;Siseministeeriumi dokumentide otsing dokumendiregistrist (Delta);SIM-003;70000562;48812124842
Eksamitööga tutvumine ja vaide esitamine;SA Innoves saab tutvuda üleriigiliste tasemetöödega ja põhikooli eksamitööde valimiga, riigieksamitöödega, eesti keele tasemeeksamitöödega ning Eesti Vabariigi põhiseaduse ja kodakondsuse seaduse tundmise eksami töödega.;INNO-015;90008287;48812124843
Eesti poolt isikule kehtestatud sissesõidukeelu kehtivuse kontrollimine;Välismaalane saab kontrollida, kas Eesti poolt tema suhtes kohaldatud sissesõidukeeld kehtib.;SIM-002;70000562;48812124844
Riigieksamitele registreerimine;Teenuse kaudu on võimalik registreeruda gümnaasiumiastme riigieksamitele. Teenus on mõeldud gümnaasiumi ja kutseõppeasutuste lõpetajaile ning keskharidusega inimestele, kes soovivad riigieksameid sooritada edasiõppimise eesmärgil.;INNO-014;90008287;48812124839
Riigieksamite andmete ja e-tunnistuse vaatamine;Teenusega saavad riigieksami sooritanud isikud näha oma riigieksamite andmeid Sihtasutuse Innove andmebaasis ning soovi korral tunnistuse alla laadida. E-tunnistuse allalaadimine on võimalik alates 2009. aastal sooritatud eksamitest.;INNO-013;90008287;48812124845
Eesti Vabariigi põhiseaduse ja kodakondsuse seaduse tundmise eksami andmete vaatamine;Teenuses saavad Eesti Vabariigi põhiseaduse ja kodakondsuse seaduse tundmise eksamile registreerunud või osalenud näha oma juba toimunud või veel toimumata seaduse tundmise eksami andmeid ning soovi korral registreeringu tühistada. ;INNO-012;90008287;48812124840
Eesti Vabariigi põhiseaduse ja kodakondsuse seaduse tundmise eksamile registreerimine;Eesti kodakondsuse taotlemiseks on vaja sooritada Eesti Vabariigi põhiseaduse ja kodakondsuse seaduse tundmise eksam. Eksamile saavad registreeruda ainult need, kellel ei ole Eesti kodakondsust.;INNO-011;90008287;48812124840
Eesti keele tasemeeksamile registreerumine;Eksamile registreerides saab valida sobiva taseme, aja, koha ning eksamiteate saamise viisi. Teenus on mõeldud neile, kes soovivad Eesti Vabariigi kodakondsust või peavad tõestama oma keeleoskust.;INNO-010;90008287;48812124840
Raamatukogu lugeja isiklik kasutajakonto (Minu RIKSWEB);Kasutajakonto võimaldab suhelda oma raamatukoguga, lugeja saab vaadata kehtivaid ja eelmisi laenutusi, pikendada tagastustähtaega, jälgida oma reserveeringuid, statistikat, raamatukogu teavitusi;ELK-001;70001030;
Seisukohtade taotlemine riigiteega seotud planeerimisdokumentidele ja projektide keskkonnamõju hinnangutele;Maakonna-, üld- ja detailplaneeringute KSH (keskkonnamõju strateegiline hindamine)  ja puutumuses olevate arendusprojektide KMH (keskkonnamõju hindamine) dokumentidele seisukoha andmine.;MA-059;70001490;48812124846
Riigiteega seotud keskkonnaalase päringu/teabenõude/selgitustaotluse esitamine;Vee-, maapõue-, müra- ja looduskaitsealased päringud ja seisukohataotlustele vastamine.;MA-058;70001490;
Elektripüügivahendi tõendi väljastamine;Keskkonnauuringute eesmärgil teostataval eripüügil võib kasutada elektripüügivahendit, mille kasutamiseks väljastatakse tõend.;KEM-010;70001231;48812124847
Kalade asustamisloa väljastamine;Asustamisloa alusel tohib veekogusse asustada Eestis looduslikult esinevat kalaliiki või tema viljastatud marja.;KEM-009;70001231;48812124847
Eesti keele tasemeeksami andmete vaatamine;Kolmandad isikud saavad näha oma juba toimunud ja veel toimumata eesti keele eksami andmieid SA Innove andmebaasis ning soovi korral ka tunnistuse alla laadida. ;INNO-009;90008287;48812124840
Eripüügiloa väljastamine;Eripüügiluba väljastatakse keskkonnauuringute, asustusmaterjali tootmiseks vajamineva kalamarja kogumiseks, sugukalade püügi lubamiseks, hüpofüüsi kogumiseks, kalade ümberasustamiseks hukkumise vältimise või veekogu ökosüsteemi parandamiseks.;KEM-008;70001231;48812124847
Harrastuskalapüügiõiguse andmine;Harrastuspüügiõigus annab õiguse kalastada kuni kolme sama- või eriliigilise püügivahendiga: rohkem kui üks lihtkäsiõng, käsiõng, spinning, vedel, sikuti, lendõng, põhjaõng (tonka, krunda), und, räimeõng, harpuunpüss ja harpuun.;KEM-007;70001231;48812124847
Lisaürituste ja ringkäikude külastamine;Teater korraldab etendustegevust toetavaid loomingulisi ja turunduse üritusi ning teatrimajas on võimalik kokkulepitud aegadel käia ringkäikudel.;EDT-004;90008264;
Piletite müük;Etendusasutuste piletite müügi vahendamine ja korraldamine Piletimaailma keskkonnas;EDT-003;90008264;
Ruumide rentimine;Teatri ruumide ja saalide rentimine eraisikutele, ettevõtetele, teistele kultuuriasutustele;EDT-002;90008264;
Teatrietenduste vaatamine;Repertuaariteater etendab lavastusi, teatrikülastajad saavad osta etendustele pileteid;EDT-001;90008264;
Sukeldumise aruanne;Veealusele mälestisele sukeldumise aruanne;MUIN-009;70000958;48812124848
Sukeldumisteade;Veealusele mälestisele sukeldumisest teavitamine;MUIN-008;70000958;48812124848
Taotluse esitamine jalgratturi teooria- ja sõidueksami sooritamiseks;Jalgratta juhtimisõiguse andmiseks nõutava teooria-ja sõidueksami vastuvõtmine.;MA-057;70001490;
Otsingu aruanne;Kultuuriväärtusega asjade otsinguvahendiga otsimise aruanne;MUIN-007;70000958;48812124849
Otsinguvahendite loa taotlus;Kultuuriväärtusega asjade otsinguvahendiga otsimise loa taotlemine;MUIN-006;70000958;48812124849
Pühakodade programm (PÜP) toetuse kasutamise aruanne;"Riikliku programmi \Pühakodade säilitamine ja areng 2014-2018\"" toetuste kasutamise aruanne""";MUIN-005;70000958;48812124850
Pühakodade programm (PÜP) toetus;"Riikliku programmi \Pühakodade säilitamine ja areng 2014-2018\"" toetuste taotlemine""";MUIN-004;70000958;48812124850
Eritingimuste taotlused;Kinnismälestise ja muinsuskaitsealal paikneva ehitise muinsuskaitse eritingimuste koostamiseks taotluse esitamine;MUIN-003;70000958;48812124851
Toetuse kasutamise aruanne;Kultuurimälestise omanikule või valdajale riigieelarvest toetuse andmise toetuse kasutamise aruanne;MUIN-002;70000958;48812124852
Toetuse taotlus;Kultuurimälestise omanikule või valdajale riigieelarvest toetuse andmise taotlus;MUIN-001;70000958;48812124852
Sisejulgeoleku ja rände Euroopa Liidu toetustest informeerimine;Euroopa Ühtekuuluvusfondi, Euroopa Sotsiaalfondi, Sisejulgeolekufondi ning Varjupaiga-, Rände- ja Integratsioonifondi info esitamine ja avalikest taotlusvoorudest teavitamine.;SIM-001;70000562;48812124853
Tellimisvorm museaalidest digikoopiate valmistamiseks;Tellimisvorm museaalidest digikoopiate valmistamiseks.;TMM-001;70004382;48812124854
Keskkonnaregistri maardlate nimistu andmete väljastamine;keskkonnaregistri maardlate nimistu andmete väljastamine;MAA-015;70003098;48812124811
Keskkonnaregistri maardlate nimistu andmete registreerimine;Kaevandamisloa, geoloogilise uuringu loa, üldgeoloogilise uurimistöö loa taotluse ja geoloogilise uuringu aruande andmete kontrollimine, lubade ja uuringuaruannete andmete vastuvõtmine, maavaravarude koondbilansi koostamine.;MAA-014;70003098;48812124811
Osalemine õpilaste ja üliõpilaste riiklikel teadusalastel konkurssidel;Eesti Teadusagentuur korraldab konkursse kasvatusteaduslike töödele, õpilaste ja üliõpilaste teadustöödele, õpilasleiutajatele ja noortele uurijatele. Samuti korraldab ETAg teadust populariseerivaid üritusi.;ETAG-011;90000759;48812124855
Eesti Teadusinfosüsteemi (ETIS) kasutajatugi;ETIS koondab informatsiooni teadus- ja arendusasutuste, teadlaste, teadusprojektide ning erinevate teadustegevuste tulemuste kohta. ETISesse saab esitada erinevaid taotlusi. Küsimuste korral pöörduda ETAg-i poole.;ETAG-010;90000759;48812124856
Välisteadlaste nõustamine ja koolitamine;Eesti Teadusagentuur tutvustab Eestis teaduse tegemise võimalusi rahvusvaheliselt ning aitab siia tulnud välisteadlastel ja -tudengitel Eestis kohaneda. ;ETAG-009;90000759;48812124857
Rahvusvaheliste teadus- ja innovatsiooniprojektides osalejate koolitamine ja nõustamine;Eesti Teadusagentuur korraldab koolitusi ja nõustab rahvusvahelistes teadus- ja innovatsiooniprojektides osalejaid.;ETAG-008;90000759;48812124857
Õpetajate koolitamine õpilaste uurimistööde ja leiutamise juhendamiseks;Eesti Teadusagentuur viib läbi õpilaste uurimistööde juhendamise koolitusi. Koolitus on mõeldud kõikidele aineõpetajatele ning selle käigus käsitletakse uurimistöö etappe ja tutvustatakse Soome mudelit ning analüüsitakse konkursitöid.;ETAG-007;90000759;48812124855
Natura 2000 erametsatoetuse toetusõiguslike alade väljaselgitamine;Natura 2000 erametsatoetuse toetusõiguslike alade  väljaselgitamine erinevate registrite ruumiandmete alusel  ning avalikustamine;MAA-013;70003098;48812124858
Tervikteede loomine;Teeregistrisse kantud tee tervikliku ruumikuju loomine Eesti topograafia andmekogu andmete alusel.;MAA-012;70003098;48812124858
X-GISi urliga pöördumine;URL-iga saab pöörduda veebipõhisest portaalist, kodulehelt või andmebaasist maa-ameti kaardirakendusse kasutades parameetritena aadressi, koordinaate, katastriüksuse tunnust vms.;MAA-011;70003098;48812124858
Kaardirakenduste tugi;Kaardirakenduste administreerimine ja tugi, avalike teenuste tugi.;MAA-010;70003098;48812124858
Suunatud kaardirakendused ja virtuaalkontorid;Suunatud kaardirakendus on autoriseeritud kasutajatega X-GIS kaardirakendus. Virtuaalkontor võimaldab ruumiandmete veebipõhist haldamist.  Teenuse abiga hoitakse mitmete andmekogude ruumiandmeid ajakohastena.;MAA-009;70003098;48812124858
Eesti Kontsert;Kontsertide korraldus ja piletimüük, saali rent;CONC-001;90012596;
Maa-ameti WMS teenus;Avalik WMS-teenus on OGC WMS standardil põhinev teenus, mis võimaldab Maa-ameti aluskaartide kasutamist  GIS-ja CAD-tarkvarades ning  veebikaartidel.;MAA-008;70003098;48812124858
Eesti geoportaali teenuskeskkond;Eesti geoportaal on veebileht, mis võimaldab internetikeskkonnas keskset juurdepääsu erienevate teabevaldjate ruumiandmetele ning nendega seotud teabele ja ruumiandmete seaduses kirjeldatud võrguteenustele.;MAA-007;70003098;48812124858
X-GIS kaardiserver;Kaardiserveris on 28 erinevat avalikku kaardirakendust: maainfo, aadressid, planeeringud, riigimaade müük, looduskaitse, pärandkultuur, kultuurimälestised, ohtlikud ettevõtted, üleujutusalad jne.;MAA-006;70003098;48812124858
Digitaalsete katastripiiride tellimine;Digitaalsete katastripiiride saamiseks tuleb täita taotlusankeet ja tasuda riigilõiv, andmed edastatakse tellijale elektronposti teel.;MAA-005;70003098;48812124858
Aluskaardi väljatrükk paberile;Teenuse kasutajal on võimalik valida väljatrüki mõõtkava, ulatust,  aluskaarti ning andmete koosseisu.;MAA-004;70003098;48812124858
Digitaalsete ruumiandmete ja aluskaartide kasutusse andmine;Eesti topograafia andmekogu ruumiandmete ning aluskaartide kasutamiseks tuleb täita taotlusvorm ning allkirjastada litsentsileping.;MAA-003;70003098;48812124858
Teaduse populariseerimistoetuste taotlemine;Eesti Teadusagentuur korraldab konkursse teaduse populariseerimise projektidele (k.a TeaMe+).;ETAG-006;90000759;48812124855
Riiklik Kohanimeregister (KNR);Registri pidamise eesmärk on teabe kogumine Eesti kohanimede kohta, selle teabe töötlemine ja säilitamine ning kasutajatele kättesaadavaks tegemine, samuti kohanimekasutuse korrastamine vastavalt «Kohanimeseadusele».;MAA-002;70003098;48812124859
Aadressiandmete süsteemi infosüsteem (ADS-i infosüsteem);Aadressiandmete süsteemi (edaspidi ADS) eesmärk on tagada aadressiobjektide ühene identifitseerimine nii nende asukohas kui ka erinevates andmekogudes ning muuta võrreldavaks erineval ajal ja eri põhimõtetel esitatud koha-aadressid.;MAA-001;70003098;48812124859
Teadus- ja arendustegevuse rahvusvaheliste toetuste taotlemine;"Eesti Teadusagentuur vahendab Euroopa Liidu raamprogrammi Horisont 2020 ja koostööprogrammi COST toetusi; samuti toetab ja nõustab rahvusvahelisi koostööprojekte.";ETAG-005;90000759;48812124857
Teadus- ja arendustegevuse struktuuritoetuste taotlemine;Eesti Teadusagentuur toetab valdkondlikku teadus- ja arendustegevust (RITA), teaduse rahvusvahelistumist, teadlaste mobiilsust ja järelkasvu (Mobilitas Pluss) ja rakendusuuringuid nutika spetsiaaliseerumise valdkondades (NUTIKAS). ;ETAG-004;90000759;48812124860
Teadusrahastuse statistika ja uurimistoetuste kasutamise tulemuslikkuse ning mõjuanalüüside avaldamine;Eesti Teadusagentuur avaldab oma kodulehel, uudiskirjas ja Eesti Teadusinfosüsteemis teadusrahastuse tulemuslikkuse ja mõju analüüse.;ETAG-003;90000759;48812124861
Teadus- ja arendustegevuse riiklike toetuste taotlemine;Eesti Teadusagentuur vahendab teadlastele personaalset uurimistoetust, järeldoktorantuuri personaalset uurimistoetust, institutsionaalset uurimistoetust ja tuumiktaristu toetust. Samuti toetab ETAg Mobilitas Pluss ERC grandi taotlejaid. ;ETAG-002;90000759;48812124862
Teabe levitamine ja taotlejate nõustamine teadus- ja arendusvaldkonnas;Eesti Teadusagentuur levitab teadusalast ja TAI valdkonna administratiivset teavet teadusorganisatsioonide, -programmide ning -fondide kohta. Selleks korraldab ETAg ka infopäevi, töötubasid ja seminare, valides kanaleid vastavalt sihtgrupile.;ETAG-001;90000759;48812124863
Jutukool;Korraldada täiskasvanutele jutuvestmist ja muinasjutte käsitlevaid kursusi, seminare, õppepäevi, suvelaagreid. ;RKUL-008;70001024;
Rahvakultuuri valdkondlik andmekogu;Andmekogu loomise ja uuendamise eesmärk on koguda ja säilitada informatsiooni asutuste, organisatsioonide, kollektiivide ja üksikisikute kohta, kes tegutsevad rahvakultuuri valdkonnas..;RKUL-007;70001024;
Mulla, kasvusubstraadi, mineraal- ja lubiväetiste, orgaaniliste väetiste ja turba ning sõnniku analüüsid;Mulla, kasvusubstraadi, mineraal- ja lubiväetiste, orgaaniliste väetiste ja turba ning sõnniku analüüsiteenuse osutamine.;PMK-004;70000042;48812124864
